,dateSold,propertyType,lotAreaValue,address,imgSrc,price,bedrooms,longitude,latitude,listingStatus,zpid,contingentListingType,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,listingSubType.is_FSBA,listingSubType.is_openHouse
10,1660633200000,SINGLE_FAMILY,4950.0,"2337 W Gaby Rd, Phoenix, AZ 85041",https://photos.zillowstatic.com/fp/5411273ab56e2908310c64f113a8c861-p_e.jpg,388000,3.0,-112.10969,33.403496,RECENTLY_SOLD,81984951,,-1,2.0,1288.0,USA,USD,sqft,True,,
11,1660633200000,SINGLE_FAMILY,7462.0,"2206 W Ian Dr, Phoenix, AZ 85041",https://photos.zillowstatic.com/fp/9608d02281797868bc1bd533ea3d11e7-p_e.jpg,570000,4.0,-112.10757,33.373894,RECENTLY_SOLD,95110681,,-1,3.0,2522.0,USA,USD,sqft,True,,
12,1660546800000,SINGLE_FAMILY,7226.0,"7920 W Preston Ln, Phoenix, AZ 85043",https://photos.zillowstatic.com/fp/0bb364ca5ded9899e674fdc5dbc04628-p_e.jpg,317000,3.0,-112.23076,33.42383,RECENTLY_SOLD,10986923,,-1,2.5,2391.0,USA,USD,sqft,True,,
13,1660546800000,SINGLE_FAMILY,5739.0,"2636 W Fraktur Rd, Phoenix, AZ 85041","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=33.395381927490234,-112.11546325683594&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=mM3z3PCVhl6gUPky1rxqBAh2Q4o=",486990,,-112.11546,33.395382,RECENTLY_SOLD,121853910,,-1,,,USA,USD,sqft,,,
14,1660546800000,SINGLE_FAMILY,10193.04,"6518 S 53rd Dr, Laveen, AZ 85339",https://photos.zillowstatic.com/fp/570ae58e52a98492bad0a86216cb1cab-p_e.jpg,475000,3.0,-112.173805,33.38724,RECENTLY_SOLD,284848766,,-1,3.0,2222.0,USA,USD,sqft,True,,
15,1660546800000,SINGLE_FAMILY,7710.12,"17922 N 65th Pl, Phoenix, AZ 85054",https://photos.zillowstatic.com/fp/4a0919c7892f035f42c1dd990febd807-p_e.jpg,1450000,5.0,-111.94097,33.649773,RECENTLY_SOLD,284858934,,-1,4.0,3472.0,USA,USD,sqft,True,,
16,1660546800000,SINGLE_FAMILY,0.26161616161616,"1826 W Orangewood Ave, Phoenix, AZ 85021","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=33.546142578125,-112.09929656982422&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=oZB0qImecQ5C5jE3Yay_E0bttEw=",533000,,-112.0993,33.546143,RECENTLY_SOLD,284928140,,-1,2.0,1744.0,USA,USD,acres,,,
17,1660546800000,SINGLE_FAMILY,4488.0,"5111 S 11th Pl, Phoenix, AZ 85040",https://photos.zillowstatic.com/fp/6ca4f09d92aba61ca923a073c3dcbcfd-p_e.jpg,452000,4.0,-112.056786,33.400112,RECENTLY_SOLD,300102651,,-1,3.0,2053.0,USA,USD,sqft,True,,
18,1660546800000,SINGLE_FAMILY,4094.64,"3123 E Tina Dr, Phoenix, AZ 85050",https://photos.zillowstatic.com/fp/0b6d3aa695ad3820f544bb46df46daa1-p_e.jpg,890000,4.0,-112.015495,33.68453,RECENTLY_SOLD,337525733,,-1,3.0,2491.0,USA,USD,sqft,True,,
19,1660546800000,SINGLE_FAMILY,10247.0,"4016 W Menadota Dr, Glendale, AZ 85308",https://photos.zillowstatic.com/fp/d1c033052e74753ec1c328fb48783e28-p_e.jpg,473000,3.0,-112.14721,33.66881,RECENTLY_SOLD,52427362,,-1,2.0,1569.0,USA,USD,sqft,True,,
20,1660546800000,SINGLE_FAMILY,6621.12,"3201 W Mark Ln, Phoenix, AZ 85083",https://photos.zillowstatic.com/fp/cf872058ebcf801d47508d56978779aa-p_e.jpg,465000,3.0,-112.12804,33.7441,RECENTLY_SOLD,55265032,,-1,2.0,1751.0,USA,USD,sqft,True,,
21,1660546800000,SINGLE_FAMILY,4965.84,"2342 W Blue Sky Dr, Phoenix, AZ 85085",https://photos.zillowstatic.com/fp/2359ce80dd3822ecbc48307fe85c50d0-p_e.jpg,475000,3.0,-112.110054,33.73765,RECENTLY_SOLD,55265735,,-1,2.0,1667.0,USA,USD,sqft,True,,
22,1660546800000,SINGLE_FAMILY,5401.44,"1914 E Siesta Ln, Phoenix, AZ 85024",https://photos.zillowstatic.com/fp/9120a285dee36ec15e048dff7d0b8dfc-p_e.jpg,520000,3.0,-112.04173,33.6596,RECENTLY_SOLD,59266643,,-1,2.0,1618.0,USA,USD,sqft,True,,
23,1660546800000,SINGLE_FAMILY,6621.12,"2326 W Carter Rd, Phoenix, AZ 85041",https://photos.zillowstatic.com/fp/ce69226a9d0d8a1cf6b5a86bdb1e1b2c-p_e.jpg,325000,3.0,-112.109184,33.381977,RECENTLY_SOLD,59272605,,-1,2.0,1726.0,USA,USD,sqft,True,,
24,1660546800000,SINGLE_FAMILY,7319.0,"4846 E Granada Rd, Phoenix, AZ 85008",https://photos.zillowstatic.com/fp/195bab52a9742e259739ab802c139a49-p_e.jpg,550000,3.0,-111.97633,33.46838,RECENTLY_SOLD,60977784,,-1,2.0,1620.0,USA,USD,sqft,True,,
25,1660546800000,SINGLE_FAMILY,7328.0,"1810 E Fawn Dr, Phoenix, AZ 85042",https://photos.zillowstatic.com/fp/06c68205fb28a21737ea668f6b459675-p_e.jpg,625000,5.0,-112.044106,33.375385,RECENTLY_SOLD,60984968,,-1,3.0,3289.0,USA,USD,sqft,True,,
26,1660546800000,SINGLE_FAMILY,8319.96,"2130 W Red Range Way, Phoenix, AZ 85085",https://photos.zillowstatic.com/fp/a6cf364f0487b0035aedd593d4b6d78b-p_e.jpg,880000,4.0,-112.10598,33.786495,RECENTLY_SOLD,67775321,,-1,3.0,3742.0,USA,USD,sqft,True,,
27,1660546800000,SINGLE_FAMILY,5500.0,"4315 W T Ryan Ln, Laveen, AZ 85339","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=33.389888763427734,-112.15238952636719&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=DQU4QKuTKXX8t1vk2TLPDLcxJNo=",2100,3.0,-112.15239,33.38989,RECENTLY_SOLD,71599690,,-1,2.0,1465.0,USA,USD,sqft,,,
28,1660546800000,SINGLE_FAMILY,5143.0,"5652 W Pueblo Ave, Phoenix, AZ 85043",https://photos.zillowstatic.com/fp/7fc5c9328971dc32299cfb09ca24ceb9-p_e.jpg,455000,4.0,-112.181786,33.40878,RECENTLY_SOLD,71601641,,-1,3.0,2066.0,USA,USD,sqft,True,,
29,1660546800000,SINGLE_FAMILY,6011.28,"7818 S 74th Ave, Laveen, AZ 85339",https://photos.zillowstatic.com/fp/45477b38e5c6a7edb063429bd731fe74-p_e.jpg,435000,4.0,-112.218025,33.373737,RECENTLY_SOLD,71613753,,-1,3.0,1825.0,USA,USD,sqft,True,,
30,1660546800000,SINGLE_FAMILY,6569.0,"4803 N 76th Dr, Phoenix, AZ 85033","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=33.50788879394531,-112.22452545166016&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=BIxRFtgljXqlzUvOYVv_cMZ0aQA=",310000,4.0,-112.224525,33.50789,RECENTLY_SOLD,7467853,,-1,2.75,1728.0,USA,USD,sqft,,,
31,1660546800000,SINGLE_FAMILY,6281.0,"7544 W Turney Ave, Phoenix, AZ 85033",https://photos.zillowstatic.com/fp/8bc8cbc21a210e18ab4d8b3ba9c30c16-p_e.jpg,310000,2.0,-112.22296,33.50045,RECENTLY_SOLD,7468430,,-1,1.0,884.0,USA,USD,sqft,True,True,True
32,1660546800000,SINGLE_FAMILY,6804.0,"7809 W Monterey Way, Phoenix, AZ 85033",https://photos.zillowstatic.com/fp/b5fa96b3ff498f0169222be8613dffcf-p_e.jpg,329900,3.0,-112.226875,33.483913,RECENTLY_SOLD,7469339,,-1,2.0,1553.0,USA,USD,sqft,True,,
33,1660546800000,SINGLE_FAMILY,6044.0,"3008 N 81st Ln, Phoenix, AZ 85033",https://photos.zillowstatic.com/fp/20117a487b64bb207ae26ecc8ed56c12-p_e.jpg,316500,3.0,-112.2347,33.481777,RECENTLY_SOLD,7479651,,-1,2.0,1100.0,USA,USD,sqft,True,,
34,1660546800000,SINGLE_FAMILY,6351.0,"6950 W Palm Ln, Phoenix, AZ 85035",https://photos.zillowstatic.com/fp/101d0c12cd71a52ad9691bbfe7085d65-p_e.jpg,329900,3.0,-112.20905,33.469265,RECENTLY_SOLD,7481404,,-1,1.0,1040.0,USA,USD,sqft,True,,
35,1660546800000,SINGLE_FAMILY,4181.76,"10006 W Sells Dr, Phoenix, AZ 85037",https://photos.zillowstatic.com/fp/f5b471d9ad3de582173900f49e4d8f30-p_e.jpg,375000,3.0,-112.276085,33.50022,RECENTLY_SOLD,7484288,,-1,2.0,1280.0,USA,USD,sqft,True,,
36,1660546800000,SINGLE_FAMILY,6011.28,"2332 N 48th Dr, Phoenix, AZ 85035",https://photos.zillowstatic.com/fp/0510cf716c920a419d89c8fe2e7631ba-p_e.jpg,270000,3.0,-112.1636,33.474392,RECENTLY_SOLD,7499210,,-1,2.0,1653.0,USA,USD,sqft,True,,
37,1660546800000,SINGLE_FAMILY,6272.64,"2223 W Hadley St, Phoenix, AZ 85009",https://photos.zillowstatic.com/fp/6544d56bd15480e911462fe78f2e30a4-p_e.jpg,340000,3.0,-112.107506,33.439205,RECENTLY_SOLD,7515844,,-1,2.0,913.0,USA,USD,sqft,True,,
38,1660546800000,SINGLE_FAMILY,7105.0,"1126 W Portland St, Phoenix, AZ 85007",https://photos.zillowstatic.com/fp/6cce37b9a5910632fb7d9b6f41aa2493-p_e.jpg,730000,3.0,-112.08831,33.459965,RECENTLY_SOLD,7521207,,-1,1.0,1533.0,USA,USD,sqft,True,,
39,1660546800000,SINGLE_FAMILY,6581.0,"1760 W Hadley St, Phoenix, AZ 85007","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=33.439849853515625,-112.09783935546875&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=zRaPCCVYDjkdHQtjddMaNe3yjnE=",189900,,-112.09784,33.43985,RECENTLY_SOLD,7522556,,-1,1.0,1014.0,USA,USD,sqft,,,
